timestamp,suite,run_name,replicate,seed,config_file,modules,data_profile,input_root,output_dir,log_file,status,error_message
2025-11-27T17:30:49,uncertainty,ua_random_002,3,42002,workspace/uncertainty/config/generated/ua_random_002.yaml,"anthroDisturbance_DataPrep,potentialResourcesNT_DataPrep,anthroDisturbance_Generator",raw,data/raw,outputs/uncertainty/ua_random_002/rep_003,scratch/uncertainty/ua_random_002/rep_003.log,success,
2025-11-27T18:01:04,uncertainty,ua_random_002,4,42003,workspace/uncertainty/config/generated/ua_random_002.yaml,"anthroDisturbance_DataPrep,potentialResourcesNT_DataPrep,anthroDisturbance_Generator",raw,data/raw,outputs/uncertainty/ua_random_002/rep_004,scratch/uncertainty/ua_random_002/rep_004.log,success,
2025-11-27T18:37:21,uncertainty,ua_random_003,1,42000,workspace/uncertainty/config/generated/ua_random_003.yaml,"anthroDisturbance_DataPrep,potentialResourcesNT_DataPrep,anthroDisturbance_Generator",raw,data/raw,outputs/uncertainty/ua_random_003/rep_001,scratch/uncertainty/ua_random_003/rep_001.log,success,
2025-11-27T19:08:14,uncertainty,ua_random_003,2,42001,workspace/uncertainty/config/generated/ua_random_003.yaml,"anthroDisturbance_DataPrep,potentialResourcesNT_DataPrep,anthroDisturbance_Generator",raw,data/raw,outputs/uncertainty/ua_random_003/rep_002,scratch/uncertainty/ua_random_003/rep_002.log,success,
2025-11-27T19:38:37,uncertainty,ua_random_003,3,42002,workspace/uncertainty/config/generated/ua_random_003.yaml,"anthroDisturbance_DataPrep,potentialResourcesNT_DataPrep,anthroDisturbance_Generator",raw,data/raw,outputs/uncertainty/ua_random_003/rep_003,scratch/uncertainty/ua_random_003/rep_003.log,success,
2025-11-27T20:08:36,uncertainty,ua_random_003,4,42003,workspace/uncertainty/config/generated/ua_random_003.yaml,"anthroDisturbance_DataPrep,potentialResourcesNT_DataPrep,anthroDisturbance_Generator",raw,data/raw,outputs/uncertainty/ua_random_003/rep_004,scratch/uncertainty/ua_random_003/rep_004.log,success,
2025-11-27T20:50:59,uncertainty,ua_random_004,1,42000,workspace/uncertainty/config/generated/ua_random_004.yaml,"anthroDisturbance_DataPrep,potentialResourcesNT_DataPrep,anthroDisturbance_Generator",raw,data/raw,outputs/uncertainty/ua_random_004/rep_001,scratch/uncertainty/ua_random_004/rep_001.log,success,
2025-11-27T21:32:58,uncertainty,ua_random_004,2,42001,workspace/uncertainty/config/generated/ua_random_004.yaml,"anthroDisturbance_DataPrep,potentialResourcesNT_DataPrep,anthroDisturbance_Generator",raw,data/raw,outputs/uncertainty/ua_random_004/rep_002,scratch/uncertainty/ua_random_004/rep_002.log,success,
2025-11-27T22:09:15,uncertainty,ua_random_004,3,42002,workspace/uncertainty/config/generated/ua_random_004.yaml,"anthroDisturbance_DataPrep,potentialResourcesNT_DataPrep,anthroDisturbance_Generator",raw,data/raw,outputs/uncertainty/ua_random_004/rep_003,scratch/uncertainty/ua_random_004/rep_003.log,success,
2025-11-27T22:49:02,uncertainty,ua_random_004,4,42003,workspace/uncertainty/config/generated/ua_random_004.yaml,"anthroDisturbance_DataPrep,potentialResourcesNT_DataPrep,anthroDisturbance_Generator",raw,data/raw,outputs/uncertainty/ua_random_004/rep_004,scratch/uncertainty/ua_random_004/rep_004.log,success,
2025-11-27T23:32:03,uncertainty,ua_random_005,1,42000,workspace/uncertainty/config/generated/ua_random_005.yaml,"anthroDisturbance_DataPrep,potentialResourcesNT_DataPrep,anthroDisturbance_Generator",raw,data/raw,outputs/uncertainty/ua_random_005/rep_001,scratch/uncertainty/ua_random_005/rep_001.log,success,
